PC1,PC2,PC3,PC4,player,team,cluster,Market value,position,dob,Market value (M)
-3.072341055570735,5.554850612908347,2.7288489605783592,1.5986649858858293,Jacob Widell Zetterström,Djurgårdens IF,2,€150Th.,Goalkeeper,1998-07-11,0.15
-1.3998080051166297,-2.469339723178802,0.47659227766442835,0.3842829846214438,Jake Larsson,Örebro SK,1,€300Th.,Left Winger,1999-01-09,0.3
-5.099320539809234,-0.3383116443363139,0.03731598101477322,-1.17408054181879,Jakob Andersson,Degerfors IF,5,,Central Midfield,2002-07-29,
1.3140955767333589,2.4037254954954927,-3.685552374058469,-0.8967742482379626,Jamie Roche,IK Sirius,3,€400Th.,Central Midfield,2001-04-05,0.4
-2.853287363039007,-1.7518042240463383,-1.0630072000506372,0.5550980507409101,Jasse Tuominen,BK Häcken,4,€200Th.,Centre-Forward,1995-11-12,0.2
11.08524274612593,-2.4916195111840276,3.094591379152725,-2.534153662005542,Jean Carlos De Brito,Varbergs BoIS,8,€300Th.,Left Midfield,1995-06-09,0.3
-4.694119132372041,2.190538084707255,1.6303509495932051,0.07283332576380315,Jeffrey Gal,Degerfors IF,2,€150Th.,Goalkeeper,1993-04-06,0.15
2.6399860320172457,0.8549835521499584,-3.523365197973091,0.01405212742895992,Jeppe Andrup Andersen,Hammarby IF,8,€1.00m,Defensive Midfield,1992-12-06,1.0
1.0930546467145326,-3.3254082258823363,1.7384871613298751,-0.025901452048723364,Jeppe Møldrup Okkels,IF Elfsborg,6,€700Th.,Left Winger,1999-07-27,0.7000000000000001
-0.45040463495201416,-2.617050486080712,-0.4004061304749818,1.2342107280409556,Jerell Anthony Sellars,Östersunds FK,4,€150Th.,Left Winger,1995-12-11,0.15
0.46342863850149857,-0.8525521089716177,-2.512733164721257,1.5106946152225955,Jesper Gustavsson,Mjällby AIF,1,€350Th.,Defensive Midfield,1994-10-29,0.35000000000000003
-0.6725079271023879,1.4465196348937368,-1.3428411287943998,-0.45645786975145813,Jesper Löfgren,Djurgårdens IF,7,€600Th.,Centre-Back,1997-05-03,0.6
-0.6362973351151933,-0.5047888940486112,-1.733130060365821,-0.3320303098495417,Jesper Nyholm,Djurgårdens IF,7,€150Th.,Centre-Back,1993-09-10,0.15
0.6582583805328802,2.194765428992491,-1.648110638871243,-1.4762647718627218,Jesper Tolinsson,IFK Göteborg,3,€1.50m,Centre-Back,2003-02-28,1.5
-3.1405519555408334,-0.02387521068874913,-0.6127147442571338,-0.8400904310786027,Jetmir Haliti,AIK Solna,5,€250Th.,Centre-Back,1996-09-14,0.25
2.5177968853513826,-1.8796844709215281,0.716568398034317,-0.3595166748811733,Jiloan Mohamed Hamad,Örebro SK,6,€800Th.,Attacking Midfield,1990-11-06,0.8
4.537487858951798,-4.467560897693802,1.5648380499998962,2.731640382617443,Jo Inge Berget,Malmö FF,6,€900Th.,Right Winger,1990-09-11,0.9
2.47303218644259,5.784743129967828,0.47951672450934607,1.2998041096768251,Joakim Lindner,Varbergs BoIS,3,€250Th.,Centre-Back,1991-03-22,0.25
-5.176068035934922,-0.4927684607685191,0.46778722964160474,-1.2324340613703069,Joakim Persson,IK Sirius,5,€150Th.,Centre-Forward,2002-04-03,0.15
2.404981423602164,0.5518406680652124,-1.7210860504587417,-0.6721458189539572,Joel Allansson,Halmstads BK,8,€400Th.,Central Midfield,1992-11-03,0.4
-2.1278899280671837,-2.8547472421893656,0.45485061945041705,1.4245064405014816,Joel Asoro,Djurgårdens IF,4,€450Th.,Centre-Forward,1999-04-27,0.45
3.283535050598093,-2.8953347012802073,1.6050666818853436,-0.6268528491911272,Joel Nilsson,Mjällby AIF,6,€500Th.,Right Winger,1994-07-11,0.5
0.7625354822910004,-2.1224084057700843,-0.18189268608447887,0.12476566169838302,Johan Bertilsson,Degerfors IF,1,€300Th.,Second Striker,1988-02-15,0.3
-4.115371970262416,3.068315642180762,1.8010891876628725,0.5590296855776536,Johan Dahlin,Malmö FF,2,€400Th.,Goalkeeper,1986-09-08,0.4
0.6118744774177423,4.451522587112333,-0.9727430436892457,0.576077729890307,Johan Hammar,BK Häcken,3,€300Th.,Centre-Back,1994-02-22,0.3
-2.5142166451766483,-0.5529876063236167,-0.002343504496755131,-0.7652362899019187,Johan Karlsson,IK Sirius,5,€200Th.,Central Midfield,2001-06-20,0.2
13.773729574264976,2.44110443846444,4.742339809794858,-1.3117429099562665,Johan Larsson,IF Elfsborg,8,€1.50m,Right-Back,1990-05-05,1.5
1.467797503412464,1.9282497722531535,-3.0026753038501464,-0.57565198442048,Johan Mårtensson,Örebro SK,3,€300Th.,Defensive Midfield,1989-02-16,0.3
-2.7352863564625807,0.9526900857020901,-1.4387798980162294,-1.0730970091543262,Johan Stenmark,Kalmar FF,7,€100Th.,Centre-Back,1999-02-26,0.1
-0.7050967841184158,3.1513170942316338,-0.1187199457557091,0.9004897602742788,Jon Birkfeldt,Varbergs BoIS,3,€500Th.,Centre-Back,1996-06-03,0.5
10.520290005793024,2.2377596175525127,1.447570713710341,-1.5477496561611725,Jonas Bruun Knudsen,Malmö FF,8,€1.30m,Left-Back,1992-09-16,1.3
6.189823133348058,-3.4990836835551233,1.9509048617074003,0.30428623131109117,Jonathan Levi,IFK Norrköping,6,€800Th.,Right Winger,1996-01-23,0.8
3.479257420542525,-3.687506128769921,-0.936454735876832,3.2222256026755347,Jonathan Ring,Kalmar FF,6,€700Th.,Right Winger,1991-12-05,0.7000000000000001
-0.5468063656621751,-0.5873733616318567,1.2623243682981626,-1.9772915097724224,Jonathan Syberg Tamimi,Degerfors IF,1,€250Th.,Right Midfield,1994-10-12,0.25
-0.8931902422344881,3.2697791387566584,-0.6140939536989368,-0.23544654711163376,Joona Toivio,BK Häcken,3,€600Th.,Centre-Back,1988-03-10,0.6
1.0911138029934888,5.7407919793477635,-0.7634684815835027,0.44862498100834347,Joseph Baffoe,Halmstads BK,3,€400Th.,Centre-Back,1992-11-07,0.4
-2.422659328096426,0.5596224277628178,-2.4380760674849884,-1.3527298942458263,Joseph Colley,IK Sirius,7,€300Th.,Centre-Back,1999-04-13,0.3
5.3289256690574165,9.36944540058434,2.140555355379648,1.9965880326082666,Joseph Stanley Okumu,IF Elfsborg,3,€2.00m,Centre-Back,1997-05-26,2.0
-3.6807482515809444,-0.24685193554665488,1.8879793774531477,-2.4462518343418633,Josip Filipovic,Mjällby AIF,5,€200Th.,Right-Back,1996-05-08,0.2
-5.504681096578889,-0.20279465557130538,0.3236430759804694,-1.3810247860043583,Jusef Erabi,Hammarby IF,5,,Centre-Forward,2003-06-08,
-2.7596419349397805,0.43170244815366565,-0.08545141921131771,-1.4931974915949182,Justin Salmon,Degerfors IF,5,€50Th.,Central Midfield,1999-01-25,0.05
1.707149795719615,3.372138230677769,-2.818416649252883,-0.0643035898774347,Jón Gudni Fjóluson,Hammarby IF,3,€400Th.,Centre-Back,1989-04-10,0.4
6.938043417565156,-4.213797333409919,2.467906908219075,-0.9780763870204972,Kadir Hodzic,Mjällby AIF,6,€400Th.,Left-Back,1994-08-05,0.4
-2.9455504444342586,-1.692962828299515,-0.25202275931413776,0.6394796422362489,Kalle Holmberg,Djurgårdens IF,4,€900Th.,Centre-Forward,1993-03-03,0.9
0.1980863397361659,-2.871206483434601,0.711801723089441,0.06744361076932104,Karl Axel Lindahl,Degerfors IF,1,€300Th.,Left Midfield,1995-04-04,0.3
-2.5257045842926025,-1.5748727413216306,1.2641769023461107,-1.2704019141762288,Karl Larson,IK Sirius,5,€300Th.,Right-Back,1991-10-28,0.3
-1.303676879712682,-1.515358038114649,0.825935946074909,-1.3201977099792106,Kevin Adrian Wright,Örebro SK,1,€350Th.,Left-Back,1995-12-28,0.35000000000000003
-4.362571588669923,-0.9139421755736978,0.11565065160119764,-0.6717878639571142,Kevin Javier Alvarez Hernandez,IFK Norrköping,5,€100Th.,Right-Back,1996-08-03,0.1
6.706960675037754,0.1446177397169763,0.4604153472813125,-2.277047071054836,Kevin Walker,Örebro SK,8,€250Th.,Defensive Midfield,1989-07-21,0.25
-0.1784482481977161,-1.3594888116322583,-0.9620547809346791,0.4177501145732552,Kevin Yakob,IFK Göteborg,1,€400Th.,Attacking Midfield,2000-10-10,0.4
-0.6369869178232113,-3.038874600578174,-2.4921106616320645,3.236943458091537,Kolbeinn Sigþórsson,IFK Göteborg,4,€400Th.,Centre-Forward,1990-03-14,0.4
0.6848151745716852,-3.7204679513801384,1.238093102773953,1.3030417002153079,Kristoffer Khazeni,IFK Norrköping,6,€50Th.,Central Midfield,1995-06-25,0.05
2.0222600404066404,-1.6793880026984092,-0.830206372874303,-0.350028438183431,Kristoffer Lund Hansen,BK Häcken,1,€100Th.,Left-Back,2002-05-14,0.1
-3.7082298838681997,3.430851106570808,1.9177142633224689,0.7209658171741787,Kristoffer Nordfeldt,AIK Solna,2,€900Th.,Goalkeeper,1989-06-23,0.9
2.3616858931260145,-2.5827647837003997,1.3565442581319136,-1.3693634249555984,Laorent Shabani,IK Sirius,6,€200Th.,Right Midfield,1999-08-19,0.2
0.6277098729630042,2.747898709708353,-2.5473530765482675,-1.2006344836271903,Lars Saetra,Kalmar FF,3,€400Th.,Centre-Back,1991-07-24,0.4
-1.1444577547650405,3.204227968035436,-0.996556921029352,-0.4926002831576952,Lasse Ladegaard Nielsen,Malmö FF,3,€400Th.,Centre-Back,1988-01-08,0.4
-0.909923609357301,-3.3244962253235646,0.06200031176248864,1.5200745363085855,Leo Bengtsson,BK Häcken,4,€1.20m,Left Winger,1998-05-26,1.2
-4.164768765163741,-0.6754250081187627,0.5428344110725142,-1.4684152881958876,Leo Cornic,Djurgårdens IF,5,€200Th.,Right-Back,2001-01-02,0.2
0.9344249230340241,5.058689642628176,-0.9050617493385451,0.6270234099920774,Leo Väisänen,IF Elfsborg,3,€1.20m,Centre-Back,1997-07-23,1.2
3.935304406191453,1.4673005874571143,-1.2340516139716493,0.16934862500010556,Linus Wahlqvist,IFK Norrköping,8,€1.00m,Centre-Back,1996-11-11,1.0
-4.516102772214555,1.83284008828375,1.2024229674347342,-0.1735653746217108,Lucas Hägg Johansson,Kalmar FF,2,€300Th.,Goalkeeper,1994-07-11,0.3
-0.45036231243379177,-1.8272098714567562,-1.6788665157286808,2.3763095689639866,Ludvig Fritzson,Östersunds FK,4,€300Th.,Attacking Midfield,1995-08-25,0.3
-5.313324373107536,-0.2165718176971814,0.2015781067563868,-1.4402174850476663,Lukas Rhöse,Kalmar FF,5,€25Th.,Left-Back,2000-08-07,0.025
3.02338839680001,1.6279630747546592,-2.1500150832351834,0.31399423345277505,Luke Le Roux,Varbergs BoIS,8,€300Th.,Central Midfield,2000-03-10,0.3
0.8021379389215281,2.47682548166178,-1.4438227707158435,-0.803215662528071,Mads Fenger Nielsen,Hammarby IF,3,€700Th.,Centre-Back,1990-09-10,0.7000000000000001
13.175190177101607,1.5615732247309129,3.0318234768589747,-0.41272028718202136,Magnus Eriksson,Djurgårdens IF,8,€800Th.,Central Midfield,1990-04-08,0.8
-0.6352364075825627,1.8425755791752363,0.6334952573401204,-1.8757224065854836,Magnus Wørts,Mjällby AIF,7,€250Th.,Centre-Back,1999-02-08,0.25
-2.685441704574677,-1.0638399288124647,-0.1931091511015301,-0.38750978482438786,Maic Sema,IFK Norrköping,5,€100Th.,Right Midfield,1988-12-02,0.1
-3.0224447240632157,-1.9441508212598582,-0.9894372087404042,1.1563743528110837,Malcolm Stolt,Östersunds FK,4,€150Th.,Central Midfield,2000-12-30,0.15
-2.6861722773606527,-1.2598134695719316,0.7654920294685381,-0.39448780120108645,Malik Abubakari,Malmö FF,5,€400Th.,Centre-Forward,2000-05-10,0.4
-1.8107876582507383,8.853458439004067,4.6683007388940005,3.845323812749055,Malkolm Nilsson Säfqvist,Halmstads BK,2,€350Th.,Goalkeeper,1993-08-03,0.35000000000000003
-5.039908845723626,1.1866401200290646,0.9950910374463358,-0.47559238863981296,Malte Påhlsson,Halmstads BK,5,€100Th.,Goalkeeper,1999-06-02,0.1
-1.4760657294860065,-1.6791093867670894,0.3908922049581257,-0.16368700758479138,Mamudu Moro,Mjällby AIF,1,€300Th.,Centre-Forward,1995-03-07,0.3
-4.90653610133483,-0.05280680838534447,0.0355820975083996,-1.442785520962331,Manasse Kusu,IFK Norrköping,5,€150Th.,Defensive Midfield,2001-12-22,0.15
0.5183356855828071,3.6843153177766883,-2.250646295943248,-0.7987126899165363,Marco Lund Nielsen,IFK Norrköping,3,€700Th.,Centre-Back,1996-06-30,0.7000000000000001
2.4679787450566564,1.3639190783255513,0.22589440222011076,-1.8093083543056594,Marco Weymans,Östersunds FK,8,€200Th.,Left-Back,1997-07-09,0.2
-2.5729446981552173,-2.4979924543887235,0.10654930508164613,1.0227632062460947,Marcus Antonsson,Halmstads BK,4,€700Th.,Centre-Forward,1991-05-08,0.7000000000000001
-0.10044265596811834,-3.706185911226857,-2.7149831396796213,3.908633353044673,Marcus Berg,IFK Göteborg,4,€1.20m,Centre-Forward,1986-08-17,1.2
3.313012213449511,4.152655898347294,-3.0438351803132195,0.2508610571736315,Marcus Klingenberg Mathisen,IK Sirius,3,€500Th.,Centre-Back,1996-02-27,0.5
5.473868075038325,0.37069258741283323,-2.842520487008838,-0.6254960521277171,Marek Hamšík,IFK Göteborg,8,€3.00m,Central Midfield,1987-07-27,3.0
-3.612825040544243,3.7554831060627922,1.9747503499867014,1.111102190289749,Marko Johansson,Malmö FF,2,€750Th.,Goalkeeper,1998-08-25,0.75
-5.425408547654441,-0.1925821309983761,0.26277610956215025,-1.388151631794603,Markus Björkqvist,Malmö FF,5,,Central Midfield,2003-09-04,
-2.5325055972028703,-1.6879064600595592,-1.3674995892988138,1.7053372131608202,Marokhy Ndione,IF Elfsborg,4,€600Th.,Centre-Forward,1999-11-04,0.6
-2.6082117895313592,-2.2395006511691165,0.8796453269726534,1.0445237783694112,Martin Broberg,Örebro SK,4,€100Th.,Right Midfield,1990-09-24,0.1
5.400626629748822,0.9538264020526238,1.2701279628386304,-1.7525795222315186,Martin Olsson,BK Häcken,8,€700Th.,Left-Back,1988-05-17,0.7000000000000001
5.102415226494055,0.7702245695672341,2.3730659376073464,-2.2228609997103965,Martin Olsson,Malmö FF,8,€700Th.,Left-Back,1988-05-17,0.7000000000000001
-0.13190852831250235,4.603921493029066,-0.2935281136291321,0.16765631467185726,Mattias Bjärsmyr,IFK Göteborg,3,€200Th.,Centre-Back,1986-01-03,0.2
-1.870362558838518,2.078256726612566,-0.76439442243137,-1.0457759374110396,Maudo Lamine Jarjué,IF Elfsborg,7,€700Th.,Centre-Back,1997-09-30,0.7000000000000001
5.572104186480822,2.8575016108297584,-1.4891427053962567,-0.5132541503606002,Max Watson,Mjällby AIF,8,€500Th.,Centre-Back,1996-02-03,0.5
-3.4595814993197296,-1.4057725298749368,0.49221633056166253,-0.5743903690404121,Mayckel Lahdo,Hammarby IF,5,€25Th.,Left Winger,2002-12-30,0.025
-4.406492469203507,2.7566363422161677,1.703459636362659,0.3894771453077822,Mergim Krasniqi,Örebro SK,2,€200Th.,Goalkeeper,1992-08-23,0.2
-2.450552099788882,1.5125352770397582,-0.7405346281255666,-1.4214194863826486,Michael Almebäck,Örebro SK,7,€300Th.,Centre-Back,1988-04-04,0.3
-1.3643860893256479,-3.3963960162645606,-0.5755462661030751,2.4206745938873317,Mikael Boman,Halmstads BK,4,€200Th.,Centre-Forward,1988-07-14,0.2
5.096224348831704,0.7398508391903492,-0.07793559472060552,-1.206535615789924,Mikael Lustig,AIK Solna,8,€500Th.,Right-Back,1986-12-13,0.5
1.3974103307978418,1.3078317015970524,-2.4047945656062186,-0.4315894078836223,Mohammed Aziz Ouattara,Hammarby IF,3,€800Th.,Defensive Midfield,2001-01-04,0.8
1.3553161223738193,-2.1525985448383382,1.0540294776573773,-0.707429488291995,Mohammed Khalid Saeid,IK Sirius,1,€350Th.,Central Midfield,1990-12-24,0.35000000000000003
9.014887754624791,-3.142996996391289,3.4605212411487853,-1.4150764650401764,Mohanad Jeahze,Hammarby IF,6,€600Th.,Left-Back,1997-04-10,0.6
4.3953630169036115,-2.5726209626761554,-1.1339180318438689,1.8262465727526842,Moustafa Zeidan,IK Sirius,8,€400Th.,Central Midfield,1998-06-07,0.4
-1.674040034851262,-1.6128743981454472,0.5717237491591286,0.19843749367825106,Nabil Bahoui,AIK Solna,1,€500Th.,Centre-Forward,1991-02-05,0.5
3.015191374460524,-0.5732389434628532,-0.9433985536574684,-0.12594200260588626,Nahir Besara,Örebro SK,8,€600Th.,Central Midfield,1991-02-25,0.6
0.4019630087971453,-2.388305433136787,-0.38879867034326165,1.0192563068941631,Nahom Girmai Netabay,IK Sirius,1,€300Th.,Central Midfield,1994-08-28,0.3
0.2028115915781256,2.6015169601647083,0.08711257442357594,-0.24491243492905318,Nasiru Moro,Örebro SK,3,€200Th.,Centre-Back,1996-09-24,0.2
-0.9361263320600678,-2.3661413180255613,-1.187982384109479,1.1415202187519151,Nebiyou Perry,Östersunds FK,4,€250Th.,Left Winger,1999-10-02,0.25
-3.952783167303399,-2.401782024877388,-0.40016097691236346,2.193009085133152,Neftali Benedic Manzambi,Mjällby AIF,4,€200Th.,Centre-Forward,1997-04-23,0.2
2.186329610625624,-4.136334244807471,3.2611411554213316,-0.5787160171996267,Nicklas Bärkroth,Djurgårdens IF,6,€500Th.,Left Winger,1992-01-19,0.5
-1.1718799234594985,2.6788717569512386,-0.3926384439322525,-0.10899832330192036,Niclas Bergmark,Örebro SK,7,€100Th.,Centre-Back,2002-01-07,0.1
0.7726228294859998,-2.600295029151016,0.13779631597890413,1.2785503208345628,Nicolas Stefanelli,AIK Solna,1,€750Th.,Centre-Forward,1994-11-22,0.75
0.48361820324264304,1.2048138440120517,-3.3680053373535133,-0.599568937439851,Niklas Moisander,Malmö FF,7,€700Th.,Centre-Back,1985-09-29,0.7000000000000001
-0.320010624736817,-2.043802526580239,-1.1394701799605278,0.7575471546989493,Nikola Djurdjic,Degerfors IF,1,€425Th.,Centre-Forward,1986-04-01,0.425
2.760210918607082,1.583224985220853,0.5789370446139198,-1.5256990919252034,Nikolaos Dosis,Östersunds FK,8,€150Th.,Defensive Midfield,2001-01-25,0.15
0.16951406036075187,-2.9824721590210386,0.8270127148643853,0.9647132138638077,Nils Fröling,Kalmar FF,1,€300Th.,Left Winger,2000-04-20,0.3
-5.510361513250122,-0.20219343266140097,0.33116929120487876,-1.3805292830620994,Noah Alexandersson,IFK Göteborg,5,€200Th.,Left Winger,2001-09-30,0.2
-2.0408754529288013,-0.2695986278377284,1.93960267776536,-1.2035339285894076,Noah Persson,Mjällby AIF,5,,Left Midfield,2003-07-16,
-3.6652134700945713,-0.9919352028365396,0.019060297103972525,-0.46715549678373275,Noah Shamoun,Kalmar FF,5,€150Th.,Centre-Forward,2002-12-08,0.15
2.222266416718351,5.308910381809569,0.6883828748798755,0.4821126252200798,Noah Sonko Sundberg,Östersunds FK,3,€600Th.,Centre-Back,1996-06-06,0.6
-3.814489530266598,-0.7105199328059203,-0.05945263653922275,-0.27109083571596804,Noah Söderberg,IF Elfsborg,5,€100Th.,Central Midfield,2001-08-21,0.1
-3.84163711742178,-1.4004029487358445,0.18452225416754786,-0.09166612319595588,Noel Milleskog,Örebro SK,5,€100Th.,Centre-Forward,2002-05-08,0.1
4.079611053171807,2.097135712015611,-1.4883094068632876,-0.24523849743572515,Nordin Gerzic,Örebro SK,8,€100Th.,Central Midfield,1983-11-09,0.1
0.08231593351537934,-2.576718030674173,-1.406691840080859,1.1947835781988252,Ola Toivonen,Malmö FF,1,€600Th.,Attacking Midfield,1986-07-03,0.6
-1.599994921731962,-3.5670605917015097,-0.5797713395102476,3.488192597081954,Oliver Alfonsi,Varbergs BoIS,4,€25Th.,Right Winger,2003-06-03,0.025
3.164993150593817,-2.553360480389698,-0.7230271453097542,1.7544482112641313,Oliver Berg,Kalmar FF,6,€500Th.,Attacking Midfield,1993-08-28,0.5
-4.314287870773634,2.087066248726232,1.3364138368289573,-0.0699746492013827,Oliver Dovin,Hammarby IF,2,€400Th.,Goalkeeper,2002-07-11,0.4
2.5069507138174347,6.706243871382437,-0.44144217423034215,2.108887667167316,Oliver Ekroth,Degerfors IF,3,€400Th.,Centre-Back,1992-01-18,0.4
-1.5022577758817164,2.6455966690333823,-0.23726429894787318,0.19831030367353233,Oliver Stanisic,Varbergs BoIS,7,€250Th.,Centre-Back,1994-02-10,0.25
0.03248129113442725,-2.4797588436982525,1.8050377161962756,-0.7333526705802824,Oliver Zandén,IF Elfsborg,1,€25Th.,Left-Back,2001-08-14,0.025
-3.9120591169750027,3.0424472531692017,1.5630096878778643,0.25533991315826,Oscar Jansson,IFK Norrköping,2,€700Th.,Goalkeeper,1990-12-23,0.7000000000000001
3.6943219588154363,-0.27963221816790684,-4.702175795118377,0.82445480486494,Oscar Lewicki,Malmö FF,8,€1.50m,Defensive Midfield,1992-07-14,1.5
-4.046800292403418,-1.0982359515498796,0.12632570152223196,-0.4952545227566053,Oscar Vilhelmsson,IFK Göteborg,5,€50Th.,Centre-Forward,2003-10-02,0.05
7.653726167609855,-2.037576795967436,0.1867731884223253,-1.9724710065019952,Oscar Wendt,IFK Göteborg,8,€600Th.,Left-Back,1985-10-24,0.6
-2.0803134319551786,-0.801705388347494,-0.2554113995739602,-0.7654577241189916,Oskar Sverrisson,BK Häcken,5,€200Th.,Left-Back,1992-11-26,0.2
2.7662946343165205,-0.7188134019475597,2.3590928592428213,-2.355414941725809,Patrick Kpozo,Östersunds FK,6,€300Th.,Left-Back,1997-07-15,0.3
-2.871648134930425,0.6379854704802023,-1.5793871640221562,-1.3288549466233082,Patrick Nwadike,IK Sirius,7,€25Th.,Centre-Back,1998-08-29,0.025
2.847332261172897,-3.0652733748736205,1.9779391663711245,0.43098715392465337,Patrik Wålemark,BK Häcken,6,€800Th.,Right Winger,2001-10-14,0.8
0.035893276530036815,-2.1103538578883163,-2.395935774275122,2.6703795432009527,Paulo José De Oliveira,Hammarby IF,4,€200Th.,Left Winger,1986-04-09,0.2
-2.666824246865531,-0.5809748246698871,-1.3584045924910624,-1.4173042952358794,Pavle Vagic,Malmö FF,7,€500Th.,Defensive Midfield,2000-01-24,0.5
0.6343949876775329,-4.8178616436761335,-1.4095635894574394,5.567999251848969,Per Frick,IF Elfsborg,4,€1.20m,Centre-Forward,1992-04-14,1.2
-5.09612440124533,-0.11110261393020301,-0.05663808666566761,-1.514125978698141,Per Karlsson,AIK Solna,5,€200Th.,Centre-Back,1986-01-02,0.2
-3.976090935820275,2.9466125207518075,1.7791172427325426,0.35811580288135436,Peter Abrahamsson,BK Häcken,2,€600Th.,Goalkeeper,1988-07-18,0.6
-3.7719126618667635,-1.8953565205679241,-0.6836146882534926,1.3609602256089646,Peter Gwargis,Malmö FF,4,€300Th.,Left Winger,2000-09-04,0.3
-4.213452316486548,2.8677677487331343,1.9675753409286532,0.3868188220099607,Philip Mårtensson,Varbergs BoIS,2,€150Th.,Goalkeeper,1993-09-01,0.15
1.3953898284643882,-2.0875414845466715,-0.7460168365081608,-0.384228549198853,Piotr Johansson,Kalmar FF,1,€350Th.,Right-Back,1995-02-28,0.35000000000000003
-3.9812006490864618,3.1962369540884046,2.2661613709851456,0.6220728258182787,Pontus Dahlberg,BK Häcken,2,€1.20m,Goalkeeper,1999-01-21,1.2
2.9516133983448727,-3.6109511928530345,2.1039398250080614,1.4041814877297318,Rasmus Alm,IF Elfsborg,6,€1.30m,Right Winger,1995-08-17,1.3
3.8059088861978165,6.777657782199174,-0.5809397791717779,1.2799971490639819,Rasmus Lindgren,BK Häcken,3,€200Th.,Centre-Back,1984-11-29,0.2
2.3514918615605764,0.8911087821164702,-2.2494032723976947,0.027573556846362684,Rasmus Schüller,Djurgårdens IF,8,€700Th.,Defensive Midfield,1991-06-18,0.7000000000000001
-2.332211552487226,1.6397368188515713,-1.6795376284791836,-1.168042097493157,Rasmus Sjöstedt,Kalmar FF,7,€400Th.,Centre-Back,1992-02-28,0.4
-3.0622595621942983,1.3655915814919588,-0.336491327435233,-1.048224739657805,Richard Magyar,Hammarby IF,7,€500Th.,Centre-Back,1991-05-03,0.5
-2.0566922090603135,-2.417478673779513,1.4233946390768328,-0.25956337023856474,Rickard Emeka Friday,Örebro SK,1,€150Th.,Right Winger,2000-02-16,0.15
7.825411655245927,2.156086837897287,0.40317525829877304,0.3658049220573496,Robert Gojani,IF Elfsborg,8,€750Th.,Central Midfield,1992-10-19,0.75
-0.27690850289062213,-3.547687125410921,-1.878249485383107,3.3805558402289186,Robin Simovic,Varbergs BoIS,4,€250Th.,Centre-Forward,1991-05-29,0.25
-3.4567747914124904,-1.1613199978663307,0.33672907472981456,-0.17373945294301302,Robin Söder,IFK Göteborg,5,€300Th.,Centre-Forward,1991-04-01,0.3
1.1956097660797822,-0.5031751473568616,-0.9659655912069895,0.09014489182501564,Robin Tranberg,Varbergs BoIS,1,€250Th.,Central Midfield,1993-02-02,0.25
0.1212441354660375,-1.8772459533428902,0.16121274474770317,0.7653631909867742,Romain Gall,Örebro SK,1,€350Th.,Right Winger,1995-01-31,0.35000000000000003
1.4746909414853855,-0.17025389081488426,-3.4740318069922775,0.6889354715045812,Romario Pereira Sipiao,Kalmar FF,7,€200Th.,Central Midfield,1985-08-10,0.2
3.7270674050337465,5.904720059038896,-2.2615074030327724,3.626897050948159,Ronald Mukiibi,Östersunds FK,3,€350Th.,Centre-Back,1991-09-16,0.35000000000000003
-0.6795022432287001,-3.2629143302611636,0.12878420959869238,1.816966069725455,Ryan Moon,Varbergs BoIS,4,€250Th.,Centre-Forward,1996-09-15,0.25
-0.1381432125777227,-3.409281882515706,-0.11746772503680107,2.92610381575434,Sadat Karim,Halmstads BK,4,€250Th.,Centre-Forward,1991-10-24,0.25
-0.7563583786634315,-3.477464190484477,1.255537081114195,0.4506084201873724,Saku Ylätupa,AIK Solna,1,€800Th.,Right Winger,1999-08-04,0.8
-4.852740083680712,-0.6830914272394184,0.0741527066653465,-0.8263113567496659,Samir Maarouf,BK Häcken,5,€25Th.,Left Winger,2001-01-02,0.025
-1.0813860820513381,-3.379987471137411,0.7573884028399392,1.1637159122874596,Samuel Adeniyi Adegbenro,IFK Norrköping,4,€1.00m,Left Winger,1995-12-03,1.0
-2.8906264956590455,6.409865300799299,3.2158474260087533,2.6500184470325343,Samuel Brolin,Mjällby AIF,2,€400Th.,Goalkeeper,2000-09-29,0.4
-1.7085125109313821,-1.0692137246952644,-0.14073319303405585,0.09328646606917243,Samuel Holmén,IF Elfsborg,1,€100Th.,Central Midfield,1984-06-28,0.1
5.05336747652443,-4.221961748405638,2.830418310619788,-0.5089912134952771,Samuel Kroon,Halmstads BK,6,€250Th.,Right Midfield,1996-11-28,0.25
0.4135566181415918,2.261812522479858,-0.7999247672519787,-0.5277449944291757,Samuel Laryea Mensiro,Östersunds FK,3,€200Th.,Centre-Back,1989-05-19,0.2
-2.0972007472298317,-0.8368841621544884,-0.06473305589526497,-0.16787116761009674,Sargon Abraham,Degerfors IF,1,€400Th.,Second Striker,1991-02-07,0.4
4.4595272680274,-4.097637441718684,1.6806986593723063,0.2616892484319939,Sead Haksabanovic,IFK Norrköping,6,€5.50m,Left Winger,1999-05-04,5.5
-1.5932788935391333,1.6602681559051642,-1.4136320694851925,-1.1247289822735684,Sean Sabetkar,Degerfors IF,7,€350Th.,Centre-Back,1995-04-28,0.35000000000000003
5.570257133738041,2.0787975304830266,-1.1934784376164578,-0.3807979915393092,Sebastian Eriksson,IFK Göteborg,8,€400Th.,Central Midfield,1989-01-31,0.4
-2.642346730076429,-1.7631978011241285,-0.9390025519686221,1.5209697636951465,Sebastian Karlsson Grach,Östersunds FK,4,€150Th.,Centre-Forward,2001-05-06,0.15
